Gender,AgeCategory,IncomeCat,Vicinity,TimeBrowse,RepeatCust,NoVisits,Sample,Tour,WeekDay,TimeofDay,WinePref,Purchase,Amount,Season,Hi Temp,Date,Month No
1,2,6,3,3,1,2,2,2,5,2,3,1,37.95,4,66,10/10/17 2:06 PM,10
1,3,2,3,1,2,0,1,1,6,4,1,1,37.95,4,68,10/11/17 4:53 AM,10
2,3,1,3,4,2,0,1,1,3,4,3,1,24.65,4,65,10/11/17 3:35 PM,10
2,4,1,1,3,1,3,1,1,3,1,2,1,24.65,4,71,10/12/17 12:50 AM,10
1,4,9,2,1,1,2,2,2,4,3,2,2,0,4,62,10/12/17 8:05 AM,10
2,3,4,3,3,2,0,2,2,4,5,1,1,24.65,4,67,10/12/17 8:35 PM,10
1,6,7,3,3,1,1,1,1,3,1,1,1,37.95,4,72,10/13/17 7:24 PM,10
2,5,1,2,3,2,0,1,1,4,4,2,1,42.17,4,66,10/13/17 10:55 PM,10
2,6,2,2,4,2,0,1,2,7,5,2,1,24.65,4,74,10/14/17 9:15 AM,10
1,6,7,4,4,2,0,2,1,7,4,2,2,0,4,62,10/14/17 7:43 PM,10
1,6,9,2,4,1,2,1,2,1,4,2,2,0,4,62,10/15/17 7:52 AM,10
1,6,4,1,3,1,2,2,1,7,3,1,2,0,4,69,10/15/17 11:38 AM,10
2,3,3,4,4,2,0,2,1,4,4,2,1,24.65,4,62,10/15/17 5:32 PM,10
1,5,2,2,3,1,4,2,1,7,4,3,2,0,4,62,10/16/17 8:35 AM,10
1,4,2,3,3,2,0,1,2,7,5,1,1,37.95,4,74,10/17/17 6:05 AM,10
2,6,8,4,4,1,4,1,2,1,2,3,1,24.65,4,67,10/17/17 7:04 AM,10
1,4,6,3,2,2,0,1,1,5,1,3,1,37.95,4,69,10/17/17 1:13 PM,10
1,5,4,3,2,1,2,1,1,3,5,3,1,37.95,4,60,10/17/17 7:44 PM,10
1,6,6,3,5,2,0,1,1,5,4,3,1,37.95,4,71,10/17/17 8:15 PM,10
2,4,5,3,1,1,3,1,1,4,1,2,1,99.1,4,71,10/18/17 6:01 AM,10
2,6,3,4,5,2,0,2,2,2,3,2,1,63.25,4,60,10/18/17 3:57 PM,10
2,1,5,4,4,1,4,1,1,7,1,3,1,10.03,4,61,10/19/17 1:29 AM,10
1,5,4,4,2,2,0,2,2,7,1,2,2,0,4,66,10/19/17 5:10 AM,10
1,4,4,3,4,1,1,1,2,1,3,3,1,23.34,4,69,10/20/17 3:14 AM,10
2,1,6,4,4,1,3,1,1,3,1,2,1,24.65,4,71,10/20/17 8:54 AM,10
2,6,6,3,2,1,3,2,1,1,5,3,1,21.84,4,55,10/21/17 5:10 AM,10
1,2,6,4,4,1,1,1,1,6,3,2,2,0,4,62,10/21/17 9:45 AM,10
2,1,5,3,5,1,3,1,1,2,2,2,1,24.65,4,62,10/21/17 7:56 PM,10
1,4,8,2,2,2,0,2,2,4,1,3,2,0,4,70,10/22/17 1:52 AM,10
2,6,2,1,1,1,4,1,1,7,1,1,1,24.65,4,72,10/22/17 7:21 PM,10
1,6,2,2,2,1,4,1,1,5,1,3,2,0,4,63,10/23/17 3:21 AM,10
1,4,4,1,1,2,0,2,2,2,4,2,2,0,4,64,10/23/17 4:06 PM,10
1,4,2,2,4,1,4,1,1,1,4,3,2,0,4,75,10/24/17 1:03 PM,10
1,4,7,1,5,1,2,2,2,1,3,3,2,0,4,70,10/24/17 8:09 PM,10
1,4,4,4,1,1,2,2,1,4,2,3,2,0,4,56,10/25/17 3:09 AM,10
1,2,8,2,5,1,2,1,1,5,2,1,2,0,4,70,10/25/17 12:56 PM,10
2,4,5,1,5,1,4,1,1,5,1,2,1,84.89,4,74,10/25/17 9:58 PM,10
2,2,8,1,1,2,0,2,1,7,4,3,1,58.64,4,56,10/26/17 6:43 PM,10
2,1,4,1,4,2,0,1,1,2,5,1,1,24.65,4,61,10/27/17 2:22 PM,10
2,6,9,4,5,1,2,2,1,3,5,2,1,48.25,4,72,10/28/17 12:18 PM,10
1,3,8,2,3,2,0,1,1,2,4,2,2,0,4,71,10/29/17 6:07 AM,10
2,3,2,1,2,2,0,1,2,1,5,3,1,24.65,4,66,10/30/17 2:32 AM,10
1,6,8,1,2,2,0,2,1,5,4,3,2,0,4,74,10/30/17 8:56 AM,10
1,4,6,2,1,1,2,1,2,4,2,3,2,0,4,70,10/31/17 8:15 AM,10
1,1,1,3,4,2,0,1,1,5,1,3,1,37.95,4,60,10/31/17 2:51 PM,10
1,2,9,2,4,2,0,2,2,5,3,3,2,0,4,68,11/1/17 2:20 AM,11
1,1,8,1,1,1,1,2,2,2,4,1,2,0,4,67,11/1/17 2:10 PM,11
2,4,2,4,4,1,3,1,2,5,5,3,1,95.04,4,63,11/2/17 6:09 AM,11
2,1,6,3,2,1,2,1,1,7,2,3,1,43.93,4,57,11/2/17 5:23 PM,11
1,6,5,3,3,1,3,1,1,5,4,3,1,49.96,4,75,11/2/17 11:48 PM,11
1,2,7,2,5,1,1,2,2,7,3,3,2,0,4,65,11/3/17 4:17 PM,11
2,3,5,1,5,2,0,1,2,2,1,3,1,58.69,4,72,11/3/17 6:51 PM,11
2,1,2,4,4,2,0,1,2,5,2,3,1,24.65,4,74,11/3/17 8:26 PM,11
1,6,5,1,4,1,1,1,2,4,2,2,2,0,4,57,11/4/17 6:56 PM,11
2,2,4,4,1,1,2,1,1,6,4,1,1,27.04,4,63,11/5/17 6:34 PM,11
2,6,5,3,3,1,3,1,2,5,4,1,1,40.54,4,59,11/5/17 7:03 PM,11
1,1,2,1,2,1,2,1,2,1,4,3,2,0,4,63,11/6/17 5:35 AM,11
2,2,5,2,1,1,2,1,1,7,5,2,1,62.68,4,59,11/6/17 5:41 AM,11
2,1,1,1,4,2,0,2,2,2,4,2,1,24.65,4,56,11/6/17 8:33 PM,11
2,1,7,3,1,2,0,1,1,5,3,3,1,74.59,4,57,11/7/17 1:07 PM,11
1,4,5,4,2,1,3,1,1,3,5,2,2,0,4,63,11/7/17 7:00 PM,11
2,4,2,2,4,2,0,2,1,2,4,3,1,24.65,4,71,11/8/17 7:39 AM,11
2,5,5,4,4,2,0,1,2,7,3,3,1,35.6,4,71,11/8/17 9:44 PM,11
1,3,2,2,3,1,4,1,2,5,4,3,2,0,4,65,11/9/17 1:24 AM,11
1,5,5,1,2,1,3,2,2,6,5,3,2,0,4,67,11/9/17 9:17 AM,11
1,3,6,3,2,2,0,1,2,2,5,2,1,37.95,4,61,11/9/17 3:58 PM,11
2,1,2,3,4,1,2,1,1,1,2,3,1,39.77,4,75,11/9/17 11:42 PM,11
1,6,2,4,4,1,2,2,1,2,4,2,2,0,4,68,11/10/17 1:08 PM,11
1,2,2,3,3,1,2,1,2,3,3,2,1,37.95,4,71,11/10/17 2:19 PM,11
2,6,6,2,4,1,3,2,1,2,5,2,1,54.73,4,66,11/11/17 1:26 AM,11
2,4,5,1,5,1,1,2,2,4,5,1,1,24.65,4,59,11/11/17 11:23 AM,11
1,2,8,2,5,1,2,2,1,4,5,2,2,0,4,60,11/11/17 5:00 PM,11
2,2,3,3,3,1,2,1,2,2,2,1,1,77.13,4,71,11/11/17 11:45 PM,11
2,4,4,1,4,1,3,2,2,5,1,3,1,24.65,4,56,11/12/17 11:56 AM,11
1,4,8,1,3,1,1,2,2,1,1,1,1,24.65,4,69,11/12/17 4:13 PM,11
1,2,8,1,4,2,0,1,2,4,2,3,2,0,4,66,11/12/17 8:10 PM,11
2,1,6,1,1,1,3,1,2,1,2,2,1,19.88,4,66,11/13/17 4:00 AM,11
1,2,6,1,5,2,0,2,2,6,4,1,2,0,4,70,11/13/17 12:15 PM,11
1,6,2,2,3,2,0,1,1,6,1,2,2,0,4,73,11/14/17 11:35 AM,11
2,1,1,2,2,1,1,2,1,4,5,3,1,12.33,4,66,11/15/17 10:56 AM,11
2,3,1,4,2,2,0,2,1,5,5,2,1,43.63,4,68,11/15/17 9:38 PM,11
2,5,4,4,3,1,4,1,1,1,5,2,1,24.65,4,73,11/16/17 3:18 PM,11
1,4,1,1,3,1,4,2,1,7,1,3,2,0,4,68,11/17/17 12:45 AM,11
1,5,4,3,3,2,0,1,2,5,4,2,1,37.95,4,63,11/17/17 6:40 AM,11
1,2,4,4,3,2,0,1,1,2,5,3,2,0,4,61,11/18/17 3:56 AM,11
2,1,5,2,2,2,0,1,2,6,2,1,1,24.65,4,75,11/18/17 5:55 PM,11
2,6,6,1,1,1,3,1,2,4,2,1,1,78.58,4,71,11/18/17 7:36 PM,11
1,3,5,4,2,1,3,1,2,4,3,2,2,0,4,59,11/19/17 10:52 AM,11
1,1,3,2,1,1,3,2,1,4,2,3,2,0,4,57,11/19/17 8:00 PM,11
1,5,7,3,5,2,0,2,1,3,5,3,1,37.95,4,71,11/20/17 3:53 PM,11
2,2,7,4,2,2,0,2,2,1,1,2,1,24.65,4,56,11/20/17 9:18 PM,11
2,1,4,2,5,1,3,1,2,3,4,3,1,42.81,4,59,11/21/17 1:52 PM,11
2,5,6,3,4,1,2,1,2,1,4,1,1,21.55,4,75,11/22/17 7:50 AM,11
2,3,9,1,2,1,3,2,2,6,1,3,1,35.82,4,61,11/22/17 1:43 PM,11
1,1,9,1,4,2,0,2,2,2,4,2,2,0,4,56,11/23/17 5:45 AM,11
1,3,7,3,4,1,1,1,2,7,4,2,1,37.95,4,68,11/23/17 9:17 PM,11
1,5,2,1,1,1,3,2,1,5,2,2,2,0,4,73,11/24/17 12:21 PM,11
1,6,3,1,1,1,1,1,1,6,1,2,2,0,4,63,11/24/17 3:17 PM,11
1,1,5,3,3,2,0,1,2,2,1,1,1,37.95,4,72,11/25/17 8:41 AM,11
1,1,3,4,3,1,2,1,1,2,1,2,2,0,4,55,11/26/17 2:36 AM,11
2,6,7,4,1,1,1,2,1,6,1,1,1,24.65,4,55,11/26/17 8:58 AM,11
2,5,4,2,5,1,3,1,1,3,3,3,1,79.11,4,75,11/26/17 9:35 AM,11
1,4,6,3,1,2,0,2,2,5,2,2,1,37.95,4,63,11/27/17 12:22 AM,11
1,4,1,3,2,2,0,2,2,1,2,3,1,37.95,4,73,11/27/17 4:56 PM,11
1,2,5,4,3,2,0,1,2,5,3,1,2,0,4,68,11/28/17 3:25 AM,11
1,5,7,2,1,1,1,2,2,1,4,2,2,0,4,71,11/28/17 8:52 PM,11
2,5,9,4,4,1,3,1,1,3,2,2,1,67.08,4,71,11/29/17 12:04 AM,11
1,6,8,3,5,1,1,1,1,5,3,1,1,37.95,4,67,11/29/17 5:51 AM,11
1,5,6,2,3,1,1,2,1,5,3,3,1,24.65,4,73,11/29/17 7:29 PM,11
1,1,3,4,2,2,0,2,1,2,3,3,2,0,4,56,11/30/17 6:07 AM,11
1,5,6,2,4,1,2,1,2,6,3,1,2,0,4,59,11/30/17 2:20 PM,11
2,3,2,4,5,1,4,1,2,4,2,3,1,24.65,4,64,12/1/17 12:22 PM,12
1,4,7,4,1,1,1,2,2,4,1,1,2,0,4,57,12/1/17 4:59 PM,12
1,6,7,4,1,2,0,1,1,4,1,3,1,44.76,4,67,12/2/17 8:23 AM,12
1,6,1,4,2,1,2,1,2,6,4,1,1,68.59,4,62,12/3/17 4:24 AM,12
1,5,5,1,2,2,0,1,1,2,4,1,2,0,4,67,12/3/17 5:33 PM,12
2,2,6,4,2,2,0,2,2,4,1,2,1,66.69,4,61,12/4/17 4:20 AM,12
1,5,2,1,5,2,0,1,2,1,3,3,1,24.65,4,74,12/4/17 1:00 PM,12
2,6,3,1,3,2,0,1,1,7,1,3,1,24.65,4,67,12/4/17 11:51 PM,12
1,4,7,1,5,2,0,1,1,2,2,1,2,0,4,62,12/5/17 3:40 AM,12
2,1,6,3,2,2,0,1,1,4,5,2,1,80.57,4,70,12/5/17 5:23 AM,12
1,6,8,3,1,2,0,1,2,2,1,3,1,24.65,4,68,12/5/17 2:59 PM,12
1,6,6,3,4,2,0,1,2,6,5,2,1,37.95,4,63,12/6/17 9:41 AM,12
2,2,1,3,4,1,4,2,1,2,2,2,1,24.65,4,66,12/7/17 9:32 AM,12
1,6,5,4,3,2,0,1,1,4,4,3,2,0,4,57,12/8/17 9:22 AM,12
2,2,5,4,2,2,0,1,1,4,3,1,1,24.65,4,71,12/9/17 8:00 AM,12
1,1,3,4,2,1,4,1,2,4,1,1,2,0,4,72,12/9/17 12:45 PM,12
1,2,1,3,3,1,4,2,2,3,4,3,1,37.95,4,65,12/10/17 6:11 AM,12
1,1,2,2,5,1,3,1,2,6,3,1,1,24.65,4,74,12/11/17 4:20 AM,12
1,4,3,2,1,1,3,1,1,7,3,3,2,0,4,70,12/11/17 3:22 PM,12
1,2,2,4,3,1,2,2,1,5,5,1,2,0,4,63,12/11/17 11:39 PM,12
2,5,4,1,2,2,0,2,1,2,1,1,1,24.65,4,57,12/12/17 3:37 PM,12
1,6,3,1,5,2,0,1,1,2,3,1,2,0,4,73,12/13/17 12:14 PM,12
1,4,3,4,3,1,2,1,1,2,2,3,2,0,4,71,12/13/17 4:46 PM,12
2,1,7,4,4,2,0,1,2,7,1,1,1,15.98,4,58,12/14/17 2:19 PM,12
1,3,8,4,3,2,0,1,1,7,5,3,2,0,4,70,12/14/17 7:50 PM,12
1,3,1,1,2,2,0,2,2,1,5,2,2,0,4,56,12/15/17 2:51 PM,12
1,6,3,3,5,1,3,1,1,5,3,3,1,37.95,4,69,12/15/17 4:37 PM,12
1,6,7,1,2,1,3,1,2,6,2,3,2,0,4,65,12/16/17 3:24 AM,12
2,3,9,4,2,2,0,2,1,7,2,3,1,24.65,4,71,12/16/17 10:26 AM,12
1,4,2,3,1,2,0,1,2,1,5,2,1,37.95,4,60,12/16/17 4:55 PM,12
1,5,6,3,4,2,0,1,2,1,2,1,1,24.65,4,57,12/17/17 12:15 AM,12
2,6,4,3,5,1,1,2,1,6,4,3,1,24.65,4,72,12/17/17 1:11 PM,12
1,5,4,4,5,1,3,1,2,4,5,2,2,0,4,68,12/17/17 1:29 PM,12
2,5,9,2,1,2,0,1,2,4,4,3,1,24.65,4,58,12/18/17 10:08 AM,12
1,1,2,3,2,1,1,1,2,2,2,3,1,37.95,4,72,12/18/17 3:15 PM,12
1,6,2,4,3,2,0,1,1,4,3,1,2,0,4,61,12/18/17 8:02 PM,12
1,2,7,3,4,1,3,2,2,2,2,1,1,37.95,4,56,12/19/17 3:17 AM,12
1,3,5,3,2,2,0,1,2,3,5,2,1,37.95,4,64,12/19/17 7:34 AM,12
1,2,5,4,5,1,1,2,1,6,4,1,2,0,4,66,12/19/17 2:44 PM,12
2,3,4,2,3,1,3,1,1,2,1,1,1,24.65,4,60,12/19/17 4:42 PM,12
2,1,7,4,5,2,0,1,2,7,2,2,1,24.65,4,61,12/20/17 8:22 AM,12
1,2,4,3,3,1,3,1,1,3,3,3,1,37.95,4,70,12/21/17 6:28 AM,12
2,5,8,1,2,2,0,2,2,4,3,1,1,24.65,4,73,12/21/17 11:16 AM,12
2,3,4,3,4,2,0,2,1,3,3,1,1,17.62,4,75,12/21/17 10:52 PM,12
2,5,8,3,5,1,1,1,1,5,2,1,1,51.81,4,65,12/22/17 5:38 PM,12
2,1,5,2,5,1,3,1,1,5,2,1,1,79.82,4,71,12/22/17 11:19 PM,12
1,6,4,3,5,2,0,2,1,6,2,2,1,37.95,4,73,12/23/17 6:05 PM,12
1,1,6,2,3,2,0,1,2,2,4,2,1,24.65,4,70,12/24/17 2:42 AM,12
1,6,6,3,1,1,2,1,1,5,3,2,1,37.95,4,70,12/24/17 8:15 PM,12
2,4,4,4,5,2,0,1,2,7,4,1,1,24.65,4,60,12/24/17 10:03 PM,12
1,1,7,1,2,1,3,1,1,4,2,1,2,0,4,58,12/25/17 11:52 AM,12
1,3,7,4,3,2,0,2,1,3,1,2,2,0,4,73,12/26/17 6:11 AM,12
2,4,2,4,4,1,2,1,1,5,3,3,1,24.65,4,74,12/27/17 4:26 AM,12
2,5,1,2,3,2,0,1,1,6,1,2,1,24.65,4,69,12/27/17 6:38 PM,12
1,5,1,1,4,2,0,1,1,5,2,2,2,0,4,70,12/28/17 2:48 PM,12
1,4,2,3,1,2,0,1,1,2,4,2,2,0,4,61,12/29/17 4:57 AM,12
1,2,5,2,3,1,4,2,2,1,5,2,2,0,4,56,12/29/17 10:32 AM,12
1,3,1,3,2,1,4,1,2,1,5,3,2,0,4,66,12/30/17 5:52 AM,12
2,3,8,4,5,2,0,2,1,4,2,3,1,98.46,4,67,12/30/17 6:12 AM,12
2,1,4,4,5,1,3,1,2,5,3,1,1,24.65,4,56,12/30/17 8:55 AM,12
1,4,3,2,1,2,0,2,2,2,2,1,2,0,4,57,12/31/17 3:22 AM,12
2,2,8,1,5,2,0,1,1,1,5,2,1,31.23,4,67,12/31/17 10:06 AM,12
1,5,4,3,4,2,0,2,2,4,2,3,2,0,4,64,12/31/17 12:07 PM,12
1,5,9,2,2,1,2,2,2,2,2,2,2,0,1,13,1/1/18 12:07 AM,1
2,2,5,3,2,1,1,2,1,1,5,3,1,21,1,11,1/1/18 10:43 PM,1
2,6,6,1,3,2,0,1,2,6,5,3,1,23.39,1,9,1/2/18 9:11 PM,1
1,2,5,4,2,2,0,2,2,5,3,3,2,0,1,4,1/3/18 5:39 PM,1
2,5,3,4,1,2,0,2,1,3,3,3,1,24.65,1,14,1/4/18 6:50 AM,1
1,4,4,3,1,2,0,1,2,6,3,2,2,0,1,21,1/5/18 5:52 AM,1
1,5,6,2,1,1,3,1,2,4,3,1,2,0,1,20,1/5/18 2:20 PM,1
1,2,6,3,2,1,4,2,1,1,5,2,2,0,1,18,1/6/18 2:02 AM,1
2,4,5,4,2,1,1,1,2,1,5,1,1,55.6,1,8,1/6/18 11:12 PM,1
1,2,9,4,3,1,1,2,1,3,2,1,2,0,1,23,1/7/18 7:50 AM,1
2,3,4,1,5,1,4,1,2,1,1,3,1,24.65,1,5,1/7/18 6:01 PM,1
1,6,9,2,4,1,2,1,2,1,5,3,2,0,1,4,1/8/18 1:37 AM,1
2,5,1,4,3,1,3,1,2,2,4,2,1,21.97,1,5,1/8/18 8:35 PM,1
1,5,1,2,4,2,0,2,2,3,3,3,2,0,1,24,1/8/18 11:09 PM,1
2,2,6,1,5,2,0,2,2,6,3,2,1,73.63,1,17,1/9/18 1:10 AM,1
2,4,6,3,1,2,0,1,1,1,1,1,1,85.1,1,22,1/9/18 4:44 AM,1
2,3,7,1,3,2,0,2,2,7,4,2,1,14.18,1,25,1/10/18 2:23 AM,1
2,3,4,1,2,2,0,1,1,2,1,3,1,24.65,1,20,1/10/18 6:27 AM,1
2,1,1,2,1,2,0,1,1,5,5,1,1,50.38,1,12,1/10/18 8:05 PM,1
1,4,6,3,3,1,4,2,2,2,3,3,2,0,1,3,1/11/18 1:39 PM,1
2,1,8,3,2,2,0,1,2,1,2,1,1,71.75,1,2,1/12/18 7:55 AM,1
1,6,6,3,3,2,0,1,1,4,4,2,2,0,1,24,1/13/18 7:10 AM,1
1,3,6,2,3,1,4,1,2,4,1,2,2,0,1,22,1/14/18 4:37 AM,1
2,5,9,4,4,1,1,2,1,4,2,1,1,24.65,1,10,1/15/18 4:20 AM,1
1,5,8,3,4,1,1,1,1,6,1,3,2,0,1,11,1/16/18 2:26 AM,1
2,5,1,4,1,2,0,2,1,7,5,1,1,49.18,1,14,1/16/18 9:20 PM,1
1,4,4,1,5,1,1,2,2,3,2,2,2,0,1,17,1/16/18 10:04 PM,1
1,6,6,3,4,2,0,1,1,1,5,2,2,0,1,12,1/17/18 5:06 AM,1
1,1,5,1,5,1,3,1,1,1,4,3,2,0,1,18,1/18/18 12:12 AM,1
1,1,4,4,3,2,0,2,2,2,1,2,2,0,1,12,1/18/18 2:10 PM,1
1,1,8,2,3,2,0,1,1,2,2,2,1,96.85,1,16,1/19/18 7:34 AM,1
2,4,5,2,3,1,3,1,2,7,1,3,1,24.65,1,7,1/19/18 9:31 PM,1
2,2,7,3,1,1,1,1,2,4,5,1,1,39.05,1,13,1/20/18 2:49 AM,1
2,5,4,2,4,1,2,1,1,3,4,2,1,24.65,1,13,1/20/18 10:23 AM,1
1,2,9,2,5,1,2,2,2,3,5,3,2,0,1,6,1/21/18 1:04 AM,1
1,1,6,3,5,2,0,2,2,2,2,2,2,0,1,20,1/21/18 8:13 AM,1
2,1,4,3,5,2,0,2,2,1,1,3,1,24.65,1,8,1/21/18 9:04 PM,1
2,6,5,3,4,2,0,2,1,4,1,3,1,97.06,1,22,1/22/18 7:59 PM,1
1,2,2,4,1,1,1,1,2,5,4,1,2,0,1,8,1/23/18 7:04 PM,1
2,3,8,4,2,1,4,1,1,5,5,1,1,24.65,1,15,1/24/18 3:37 AM,1
1,5,8,3,5,2,0,1,2,4,1,2,2,0,1,23,1/24/18 10:59 AM,1
2,3,4,2,4,2,0,1,1,3,2,2,1,24.65,1,19,1/25/18 12:43 AM,1
1,4,4,4,3,1,4,2,2,7,4,2,2,0,1,24,1/25/18 6:44 PM,1
2,5,5,1,3,2,0,2,2,5,5,2,1,24.65,1,20,1/26/18 9:02 AM,1
1,4,7,3,3,2,0,1,2,5,2,2,1,24.65,1,12,1/26/18 10:39 AM,1
1,4,5,2,2,2,0,2,1,2,1,3,2,0,1,8,1/26/18 3:37 PM,1
2,5,8,3,1,1,2,1,2,3,2,3,1,24.65,1,6,1/26/18 7:17 PM,1
2,3,4,4,5,1,2,2,2,2,4,3,1,24.65,1,9,1/26/18 8:32 PM,1
2,6,8,1,1,2,0,1,2,7,2,3,1,24.65,1,25,1/27/18 7:44 PM,1
1,3,2,1,3,1,4,1,2,6,2,2,2,0,1,13,1/27/18 8:28 PM,1
1,1,8,3,5,2,0,2,1,5,2,2,2,0,1,5,1/28/18 1:04 PM,1
2,1,5,4,4,2,0,1,1,6,5,3,1,43.51,1,23,1/29/18 12:38 AM,1
1,6,5,1,2,2,0,1,1,7,1,3,2,0,1,17,1/29/18 8:12 PM,1
2,6,4,2,1,2,0,1,1,1,1,1,1,24.65,1,12,1/30/18 10:14 AM,1
1,3,5,1,4,1,2,2,2,7,5,2,2,0,1,19,1/30/18 5:12 PM,1
1,1,6,1,4,2,0,2,2,7,4,3,2,0,1,21,1/31/18 3:51 PM,1
2,3,5,4,3,1,3,2,2,5,1,1,1,93.27,1,19,2/1/18 2:32 PM,2
2,5,7,3,5,1,2,2,1,2,5,2,1,24.65,1,10,2/1/18 2:52 PM,2
2,1,1,3,3,1,3,1,2,1,2,2,1,38.52,1,16,2/2/18 10:23 AM,2
2,4,5,3,5,2,0,2,1,7,5,1,1,84.29,1,24,2/2/18 8:31 PM,2
1,6,5,2,3,1,2,1,1,7,2,2,1,53.88,1,13,2/3/18 12:12 AM,2
1,5,4,1,2,2,0,2,2,4,2,2,2,0,1,3,2/3/18 4:43 PM,2
1,6,3,2,4,1,3,1,1,5,4,2,2,0,1,5,2/4/18 4:59 AM,2
1,5,7,4,1,1,1,1,1,3,4,1,2,0,1,14,2/4/18 3:01 PM,2
1,4,5,4,2,1,1,2,1,7,5,3,2,0,1,24,2/5/18 10:24 AM,2
1,6,6,3,5,1,3,2,2,2,1,1,2,0,1,25,2/6/18 1:30 AM,2
2,4,2,1,5,2,0,2,1,5,3,1,1,89.02,1,22,2/6/18 6:18 PM,2
1,2,8,1,2,2,0,2,2,5,5,3,2,0,1,19,2/6/18 6:40 PM,2
2,1,7,4,5,2,0,1,1,5,4,3,1,24.65,1,10,2/7/18 1:29 AM,2
1,5,3,4,3,1,1,2,2,2,5,3,2,0,1,8,2/7/18 6:31 PM,2
2,2,5,2,1,1,2,1,1,7,4,2,1,22.93,1,10,2/8/18 12:12 PM,2
1,1,5,1,1,1,4,2,2,2,2,1,2,0,1,24,2/9/18 1:17 AM,2
1,2,7,4,1,2,0,2,1,4,4,3,2,0,1,9,2/10/18 12:37 AM,2
2,4,4,1,1,2,0,1,1,5,3,3,1,24.65,1,15,2/10/18 7:07 AM,2
1,2,2,3,3,2,0,2,1,3,3,2,2,0,1,17,2/11/18 2:02 AM,2
1,3,8,1,5,2,0,1,1,6,1,2,2,0,1,2,2/11/18 3:04 PM,2
2,2,3,2,3,2,0,1,2,4,5,2,1,24.26,1,17,2/11/18 7:43 PM,2
2,6,5,1,3,1,4,2,1,7,1,3,1,24.65,1,17,2/12/18 7:14 PM,2
2,1,2,1,3,1,2,2,2,6,3,3,1,54.36,1,12,2/13/18 4:52 AM,2
2,2,1,4,4,1,3,1,1,3,4,2,1,24.65,1,14,2/14/18 3:07 AM,2
2,6,1,1,1,1,2,2,1,7,3,2,1,24.65,1,17,2/14/18 8:13 PM,2
1,4,3,3,4,1,1,2,1,6,3,1,2,0,1,16,2/15/18 4:24 PM,2
1,6,6,4,4,1,4,2,1,2,2,1,1,28.03,1,8,2/16/18 3:31 AM,2
2,6,9,1,2,1,3,1,1,6,4,3,1,24.65,1,21,2/16/18 3:07 PM,2
1,4,5,2,1,2,0,1,1,5,3,2,2,0,1,14,2/17/18 9:25 AM,2
2,2,8,2,4,2,0,2,2,3,4,2,1,24.65,1,11,2/18/18 7:50 AM,2
1,3,4,1,4,1,4,2,2,3,5,1,2,0,1,8,2/18/18 10:55 AM,2
1,6,3,4,1,1,2,2,2,7,2,1,2,0,1,13,2/18/18 7:44 PM,2
1,5,8,1,3,2,0,1,2,2,1,3,2,0,1,16,2/18/18 10:49 PM,2
2,3,9,1,2,1,4,2,2,2,3,1,1,24.65,1,21,2/18/18 11:58 PM,2
1,2,6,1,1,1,3,2,1,2,5,1,2,0,1,17,2/19/18 3:43 AM,2
2,4,1,2,2,1,4,1,2,7,2,3,1,25.29,1,24,2/19/18 9:54 AM,2
1,1,2,1,2,1,2,2,1,5,5,3,2,0,1,11,2/19/18 6:22 PM,2
1,2,2,4,4,2,0,2,2,2,1,2,2,0,1,10,2/19/18 10:21 PM,2
2,1,1,2,2,2,0,2,1,6,4,2,1,98.24,1,5,2/19/18 11:05 PM,2
1,4,2,1,2,1,4,2,1,3,5,3,2,0,1,19,2/20/18 8:36 PM,2
1,1,8,2,4,1,4,1,1,2,2,1,2,0,1,10,2/20/18 9:12 PM,2
2,6,3,2,3,2,0,1,2,6,4,1,1,96.65,1,4,2/21/18 7:01 AM,2
2,6,4,2,1,1,1,2,1,5,5,1,1,36.33,1,8,2/21/18 9:11 AM,2
2,1,4,4,4,2,0,1,1,6,3,1,1,24.65,1,25,2/22/18 1:10 AM,2
2,1,5,2,5,2,0,2,1,3,2,1,1,61.2,1,13,2/22/18 11:18 AM,2
1,5,7,3,5,1,4,1,1,7,2,2,2,0,1,5,2/23/18 8:59 AM,2
1,5,7,2,1,2,0,1,1,6,1,3,2,0,1,18,2/24/18 12:04 AM,2
2,3,8,1,5,2,0,1,1,2,3,1,1,24.65,1,8,2/24/18 6:34 PM,2
1,3,2,1,3,2,0,1,1,3,2,1,2,0,1,24,2/25/18 6:14 AM,2
2,3,3,2,5,2,0,1,1,5,1,1,1,24.65,1,23,2/25/18 2:28 PM,2
1,5,3,1,5,2,0,2,2,5,1,1,1,24.65,1,23,2/25/18 4:34 PM,2
1,3,3,1,2,1,3,1,1,6,5,3,2,0,1,22,2/26/18 4:13 PM,2
1,1,8,2,3,2,0,1,1,7,5,3,2,0,1,23,2/26/18 5:08 PM,2
1,4,6,3,4,1,3,1,2,6,1,3,2,0,1,18,2/27/18 6:01 AM,2
1,1,2,1,5,1,3,2,1,5,4,1,2,0,1,5,2/27/18 12:43 PM,2
1,3,2,3,2,1,1,2,1,2,4,3,2,0,1,10,2/28/18 10:39 AM,2
2,6,8,4,2,1,4,1,2,7,2,1,1,83.34,1,6,3/1/18 3:37 AM,3
2,4,3,1,4,1,2,1,1,7,1,3,1,24.65,1,6,3/1/18 4:26 AM,3
